filename,width,height,class,xmin,ymin,xmax,ymax
2023-02-28-12-32-37_jpg.rf.fdd2a5f98e53af8f17e06a970124db4f.jpg,640,640,fossil,458,275,564,335
2023-02-28-12-32-37_jpg.rf.fdd2a5f98e53af8f17e06a970124db4f.jpg,640,640,fossil,214,287,306,344
2023-02-28-12-32-37_jpg.rf.fdd2a5f98e53af8f17e06a970124db4f.jpg,640,640,fossil,264,237,402,369
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,0,55,143,137
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,0,153,78,209
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,27,97,110,169
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,161,140,251,238
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,164,57,281,182
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,161,105,191,138
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,198,8,265,140
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,224,44,312,82
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,218,0,275,54
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,305,16,455,75
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,325,36,367,88
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,356,34,443,73
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,460,111,503,190
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,458,0,516,118
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,489,48,612,105
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,552,141,610,178
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,483,166,533,234
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,476,229,586,286
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,487,260,545,300
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,426,274,501,303
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,304,167,362,233
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,168,218,344,261
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,209,235,337,265
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,370,285,404,355
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,320,247,388,327
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,204,264,266,302
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,72,200,176,254
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,18,195,108,249
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,0,243,59,358
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,37,256,110,306
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,46,272,143,326
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,135,267,203,305
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,84,305,171,360
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,173,298,284,332
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,135,329,183,375
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,127,366,179,406
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,55,335,125,419
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,1,410,39,492
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,274,372,397,408
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,453,326,533,366
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,568,332,634,396
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,395,348,455,428
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,346,395,398,442
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,461,417,533,481
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,548,408,640,440
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,517,384,600,422
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,482,439,570,477
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,607,261,640,321
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,632,306,640,335
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,592,207,640,278
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,582,196,640,240
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,594,189,640,233
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,280,443,353,505
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,404,504,486,567
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,380,539,476,569
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,486,495,550,599
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,529,521,572,571
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,583,515,637,601
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,632,459,640,527
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,614,591,640,623
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,568,598,640,630
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,505,593,576,640
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,474,591,542,639
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,525,620,572,640
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,411,601,455,637
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,392,623,426,640
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,260,614,344,640
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,260,530,350,614
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,231,497,328,526
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,176,456,236,540
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,217,450,268,498
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,204,517,249,546
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,188,528,227,613
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,155,530,201,617
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,75,485,180,569
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,115,539,173,601
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,127,592,241,636
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,73,586,109,638
PXL_20230818_095301477_jpg.rf.fea95ea24a1ab1babbcd10fa898511ac.jpg,640,640,fossil,0,544,84,625
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,82,457,174,575
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,42,338,142,431
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,284,596,358,640
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,364,586,442,640
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,489,524,544,640
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,447,485,489,576
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,441,424,539,523
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,329,416,426,564
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,163,463,277,564
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,87,572,140,640
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,367,0,509,106
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,486,346,640,481
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,511,308,576,372
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,446,204,502,283
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,398,265,464,333
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,265,91,353,170
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,101,22,185,174
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,86,49,205,313
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,122,305,216,390
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,147,342,356,444
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,294,200,388,344
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,296,152,380,276
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,266,233,342,321
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,210,278,244,394
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,153,337,207,417
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,323,332,437,474
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,343,371,397,437
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,536,441,616,523
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,548,509,638,640
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,623,516,640,634
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,583,0,640,244
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,259,10,313,106
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,587,55,631,199
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,557,522,631,640
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,251,241,302,324
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,228,155,346,279
2023-02-28-12-32-37_jpg.rf.fe13414584eca10fcf27fc7bbe3bfadd.jpg,640,640,fossil,551,0,598,24
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,42,444,81,584
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,112,396,153,518
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,171,387,227,546
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,241,447,294,590
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,321,481,361,609
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,374,460,436,640
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,448,479,498,633
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,507,503,545,625
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,294,225,336,267
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,352,223,384,285
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,410,204,440,254
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,468,207,501,273
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,517,208,550,282
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,569,217,614,283
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,201,11,229,168
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,214,0,237,138
2023-02-28-12-28-48_jpg.rf.ff34695796f7b0f5f44ac45e42eca9b4.jpg,640,640,fossil,96,0,152,112
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,578,547,640,615
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,0,577,135,629
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,147,590,199,640
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,427,587,568,640
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,188,591,248,640
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,133,500,228,565
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,130,553,204,603
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,396,499,482,591
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,464,516,546,621
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,532,492,594,583
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,354,450,439,506
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,479,446,640,515
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,557,441,640,501
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,439,396,497,456
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,475,402,523,444
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,527,375,619,445
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,507,344,640,446
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,575,345,640,405
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,570,269,640,355
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,563,245,640,301
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,600,18,640,178
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,543,29,627,75
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,548,71,624,141
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,481,133,621,188
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,465,79,590,149
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,369,0,503,56
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,437,1,530,19
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,410,192,473,258
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,490,189,640,224
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,430,253,516,308
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,505,228,611,256
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,489,304,640,355
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,380,285,472,360
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,333,300,421,344
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,271,135,382,269
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,326,145,388,247
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,335,626,377,640
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,175,393,295,439
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,162,286,302,404
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,0,284,130,389
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,0,300,72,343
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,344,333,416,390
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,226,257,318,351
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,0,112,78,243
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,39,46,153,212
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,88,63,196,212
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,137,46,228,181
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,212,70,263,153
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,218,37,292,111
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,193,65,223,110
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,258,27,372,135
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,282,0,410,38
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,258,0,368,26
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,188,0,322,22
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,104,1,242,27
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,29,0,112,76
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,2,0,85,124
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,477,353,534,405
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,512,387,578,441
2023-02-28-12-34-50_jpg.rf.f9a737c754230c90eac22009d1371c3f.jpg,640,640,fossil,169,190,248,254
2023-02-28-12-35-05_jpg.rf.fb9f237e19ec7c1f29c52ced90d451da.jpg,640,640,fossil,219,399,291,536
2023-02-28-12-35-05_jpg.rf.fb9f237e19ec7c1f29c52ced90d451da.jpg,640,640,fossil,132,556,176,640
